src/test/resources/DIMACS/C1000.9.clq,10,3,15051878163
src/test/resources/DIMACS/C1000.9.clq,100,3,157792139720
src/test/resources/DIMACS/C1000.9.clq,1000,3,1574424343438
src/test/resources/DIMACS/C125.9.clq,10,2,10086076814
src/test/resources/DIMACS/C125.9.clq,100,2,110967837086
src/test/resources/DIMACS/C125.9.clq,1000,2,1119987273585
src/test/resources/DIMACS/C2000.5.clq,10,9,20374456535
src/test/resources/DIMACS/C2000.5.clq,100,9,225459551874
src/test/resources/DIMACS/C2000.5.clq,1000,8,2290837370769
src/test/resources/DIMACS/C2000.9.clq,10,3,29259213849
src/test/resources/DIMACS/C2000.9.clq,100,3,327157518667
src/test/resources/DIMACS/C2000.9.clq,1000,3,3278977584674
src/test/resources/DIMACS/C250.9.clq,10,2,10158735187
src/test/resources/DIMACS/C250.9.clq,100,2,111670439472
src/test/resources/DIMACS/C250.9.clq,1000,2,1128416466463
src/test/resources/DIMACS/C4000.5.clq,10,11,69796803668
src/test/resources/DIMACS/C4000.5.clq,100,10,730105166335
src/test/resources/DIMACS/C4000.5.clq,1000,9,7244534415963
src/test/resources/DIMACS/C500.9.clq,10,3,10857233474
src/test/resources/DIMACS/C500.9.clq,100,2,119358843128
src/test/resources/DIMACS/C500.9.clq,1000,2,1202936362787
src/test/resources/DIMACS/DSJC1000.5.clq,10,9,12226985377
src/test/resources/DIMACS/DSJC1000.5.clq,100,8,134642061316
src/test/resources/DIMACS/DSJC1000.5.clq,1000,7,1359246440607
src/test/resources/DIMACS/DSJC500.5.clq,10,8,10460171890
src/test/resources/DIMACS/DSJC500.5.clq,100,7,115080121260
src/test/resources/DIMACS/DSJC500.5.clq,1000,6,1161437967848
src/test/resources/DIMACS/MANN_a27.clq,10,2,10390657186
src/test/resources/DIMACS/MANN_a27.clq,100,2,114298022484
src/test/resources/DIMACS/MANN_a27.clq,1000,2,1153597905098
src/test/resources/DIMACS/MANN_a81.clq,10,2,81257340627
src/test/resources/DIMACS/MANN_a81.clq,100,2,918043171443
src/test/resources/DIMACS/MANN_a81.clq,1000,2,9264966582408
src/test/resources/DIMACS/brock200_2.clq,10,6,10112897823
src/test/resources/DIMACS/brock200_2.clq,100,5,111192798517
src/test/resources/DIMACS/brock200_2.clq,1000,5,1122748259256
src/test/resources/DIMACS/brock200_4.clq,10,5,10125185103
src/test/resources/DIMACS/brock200_4.clq,100,4,111366207345
src/test/resources/DIMACS/brock200_4.clq,1000,3,1123765632664
src/test/resources/DIMACS/brock400_2.clq,10,4,10462193530
src/test/resources/DIMACS/brock400_2.clq,100,3,115206642471
src/test/resources/DIMACS/brock400_2.clq,1000,3,1162633728742
src/test/resources/DIMACS/brock400_4.clq,10,4,10486286327
